"created_at","status_id","text","truncated","source","status_in_reply_to_status_id","status_in_reply_to_user_id","in_reply_to_screen_name","geo","coordinates","contributors","is_quote_status","retweet_count","favorite_count","favorited","retweeted","lang","possibly_sensitive","status_quoted_status_id"
2021-08-20 18:27:03,"x1428785668738543617","@StarTrek_Lt Oh I don't want to argue I am just curious why $100 feels too high. Like, what are the things that dri… https://t.co/RoaGxulhpv",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428784677066731526","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-20 18:21:02,"x1428784152304766979","@StarTrek_Lt Why is it too much?",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428782705299255296","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-20 17:50:07,"x1428776373104095237","@StarTrek_Lt This is awesome! Very thorough. Love all the style of all of the visualizations.",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428773522231287809","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-20 17:36:09,"x1428772859598577665","@StarTrek_Lt That's okay! haha. I look forward to anything you end up creating from the Star Trek data!",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428769828744011777","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-20 17:19:47,"x1428768738631950336","@StarTrek_Lt I just learned about the {see} package recently. Not sure if you've heard of it but it looks very intriguing.",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428768136765919232","x780551700432117760","StarTrek_Lt",,,,FALSE,0,2,TRUE,FALSE,"en",,
2021-08-20 17:17:20,"x1428768121859592192","@StarTrek_Lt @CoVaRR_Net @CIHR_IRSC 😅 My friend, I am NOT proficient in CompBio, I mostly run packages that people… https://t.co/Nye2GPJkTi",TRUE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1428764891867844612","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-20 17:07:27,"x1428765637413851136","@StarTrek_Lt Hi Zane!",FALSE,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","x1428764562782785540","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"und",,
2021-08-20 17:05:13,"x1428765073565274127","@StarTrek_Lt @PVDimens @SaintZainn 1.0 was released in 2018",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428747945759760384","x780551700432117760","StarTrek_Lt",,,,FALSE,0,2,FALSE,FALSE,"en",,
2021-08-20 15:50:37,"x1428746302200770562","@StarTrek_Lt @SaintZainn It was supposed to take over when the language was just about released?",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1428741696813031428","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,FALSE,FALSE,"en",,
2021-08-20 13:58:38,"x1428718120361816068","@StarTrek_Lt @asist_org @IFLASTL I hope the material will be useful to you!",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1428714565701836800","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-20 06:10:41,"x1428600354988609536","@StarTrek_Lt @dusadrian Awesome, glad it helped! :)",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428425555297280001","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-20 02:57:05,"x1428551634087469058","@StarTrek_Lt @R4DScommunity forcats::fct_reorder() is very helpful!",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1428482858675408900","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-20 02:15:38,"x1428541201720832011","@StarTrek_Lt @rstudio @UNSWScience @jfsloane @TehillaOst @jrfep @CharEvePage But look how far you have come! :)",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428533910527377409","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-19 21:05:35,"x1428463176841060362","@StarTrek_Lt That is a typical road in northern Ontario in the summer. Backed up for miles as we await the green pa… https://t.co/2axMzscAjG",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428339553366990854","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-19 19:33:06,"x1428439903977844743","@StarTrek_Lt Reticulate is great. You can combine R and Python on the same line to do some really cool stuff. I use… https://t.co/TOMKGuq5cx",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428438851295408133","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-19 19:19:13,"x1428436410525130754","@marnipanas @StarTrek_Lt This is my concern too 😔",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1428389613408751617","x211721267","marnipanas",,,,FALSE,0,1,FALSE,FALSE,"en",,
2021-08-19 17:23:19,"x1428407241879789568","@moriah_taylor58 @StarTrek_Lt And don't forget to periodically check out the streamRs calendar! I have baked in aut… https://t.co/opCLH46IWg",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428403934113243138","x1354848762561224707","moriah_taylor58",,,,FALSE,1,3,TRUE,FALSE,"en",FALSE,
2021-08-19 17:10:11,"x1428403934113243138","@StarTrek_Lt I’ll tweet again when the stream opens up around 6:20pm EST!",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1428402255556792324","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-19 17:05:25,"x1428402738380034054","@StarTrek_Lt @Shel_Kariuki @AUYouthProgram @gijnAfrica @hotosm @ALC_KCL @ESSA_Africa @csea_afric @networkfordata… https://t.co/uu8lMBPdlL",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428340631982600199","x780551700432117760","StarTrek_Lt",,,,FALSE,1,2,FALSE,FALSE,"en",FALSE,
2021-08-19 16:13:16,"x1428389613408751617","@StarTrek_Lt Something tells me this group isn't exactly entirely LGBs.  I can't help but wonder how many cis-heter… https://t.co/LKQ4kQ0kKe",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428388730801311749","x780551700432117760","StarTrek_Lt",,,,FALSE,0,4,FALSE,FALSE,"en",,
2021-08-19 16:08:33,"x1428388427620311041","@StarTrek_Lt Nope just a random pic I took while my wife was on the computer. Then I kicked them out 😅",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1428387550205419523","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-19 14:03:47,"x1428357026044792836","@StarTrek_Lt Oh wow this is so cool! 😍",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1428344322139717634","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-19 13:46:35,"x1428352698777104399","@StarTrek_Lt Might be easier to list ones who don't.

(Was definitely fun being in the front row of a show when the… https://t.co/9LW8x4Muw6",TRUE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1428341779837841419","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-19 12:19:16,"x1428330723484778500","@StarTrek_Lt Ohh you are super right! ! Gonna start putting more ❤️‍🔥🔥 on my tweets about torch. GitHub preview ima… https://t.co/kYxteLdtrU",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428117015835803653","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",FALSE,
2021-08-19 07:51:23,"x1428263308390506497","@StarTrek_Lt 🙌 Ah! Thank you. I've added install.packages() now. Mostly I wanted to play with {multicolor} after le… https://t.co/vRQVr4WgSA",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428137561600315400","x780551700432117760","StarTrek_Lt",,,,TRUE,0,1,TRUE,FALSE,"en",FALSE,"x1427429455409070090"
2021-08-19 07:50:26,"x1428263068463779844","@StarTrek_Lt @CedScherer thanks for the feedback!",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428015673666457602","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-19 05:31:14,"x1428228039079600131","@StarTrek_Lt @tylergjames_ Thanks a lot for recommending my tutorials! :)",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428116470987251712","x780551700432117760","StarTrek_Lt",,,,FALSE,0,2,TRUE,FALSE,"en",,
2021-08-19 02:59:48,"x1428189930103066626","@StarTrek_Lt @deathlyducky @ElsevierArchaeo @socarxiv @benmarwick Thank you!",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1428154592433377282","x780551700432117760","StarTrek_Lt",,,,FALSE,0,3,TRUE,FALSE,"en",,
2021-08-19 01:53:46,"x1428173313751363588","@StarTrek_Lt @cassidoo Unicode",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1428172257117937664","x780551700432117760","StarTrek_Lt",,,,FALSE,0,2,TRUE,FALSE,"fr",,
2021-08-19 00:28:46,"x1428151920397414405","@StarTrek_Lt @LiyingWang10 @ElsevierArchaeo @socarxiv @benmarwick Omigosh, I love relational data studies!",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1428135420362039301","x780551700432117760","StarTrek_Lt",,,,FALSE,0,2,TRUE,FALSE,"en",,
2021-08-19 00:20:09,"x1428149751111819264","@StarTrek_Lt Sorry- support dark mode was on our to do list but didn’t make it in this release. Feel free to upvote… https://t.co/bEhoNQsnmd",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428120562102980611","x780551700432117760","StarTrek_Lt",,,,FALSE,0,2,TRUE,FALSE,"en",FALSE,
2021-08-18 23:24:54,"x1428135849292668930","@StarTrek_Lt @TheSTEMvillage @PennStateBio @BMB_PSU @PSUScience @PennStateLGBTQ Yes it is! We used a very similar o… https://t.co/cCMDw4tJwi",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428122036438634499","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-18 22:06:13,"x1428116048499273732","@StarTrek_Lt &lt;3 All of thattttt",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428115241859096581","x780551700432117760","StarTrek_Lt",,,,FALSE,0,2,TRUE,FALSE,"en",,
2021-08-18 20:53:22,"x1428097713023844363","@StarTrek_Lt @natematias From RStudio Conference and other conferences where RStudio or other R developers were pre… https://t.co/4mWrEuznNp",TRUE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1428095238912897026","x780551700432117760","StarTrek_Lt",,,,FALSE,0,6,FALSE,FALSE,"en",FALSE,
2021-08-18 15:45:54,"x1428020336365346830","@fast_read @StarTrek_Lt Did not expect that",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428019164053127168","x1277496758424272901","fast_read",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-18 15:41:14,"x1428019164053127168","@StarTrek_Lt @ScaredCharlotte That’s why I wrote this book: https://t.co/7FWSGnFd2G",FALSE,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","x1427995456454348806","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",FALSE,
2021-08-18 15:06:34,"x1428010440911593480","@StarTrek_Lt @R4DScommunity @jarrahpenguin @StarTrek Oooooo I like the color pallet of this ..",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1427727583894851586","x780551700432117760","StarTrek_Lt",,,,FALSE,0,2,TRUE,FALSE,"en",,
2021-08-18 14:27:53,"x1428000704069869572","@StarTrek_Lt That sounds 100% fair!",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1428000022033965068","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-18 14:22:10,"x1427999263712219147","@StarTrek_Lt Written art has the same thing - it's not just words, it's *how* it looks, *why* it was done that way… https://t.co/u6CBq7w2TG",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1427998986863058944","x1368922782428495872","ScaredCharlotte",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-18 14:21:04,"x1427998986863058944","@StarTrek_Lt Writing conveys meaning, but the style might be difficult to read - but it doesn't mean it's not legib… https://t.co/0nlDFYMtkv",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1427997979047170053","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-18 14:10:24,"x1427996306048491532","@StarTrek_Lt Cursive is just a form of that self-expression - it's like saying ""Still life's are easy to understand… https://t.co/EpH5EK1HN1",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1427995456454348806","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-18 14:02:16,"x1427994255981781006","@StarTrek_Lt That would be a sadder world to lose the self expression of writing that can't be replicated via a com… https://t.co/uAdA7q1itF",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1427993023032434696","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-18 13:55:05,"x1427992449348247555","@StarTrek_Lt Well what cursive skills would you like to see?",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1427992222683721736","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-18 13:50:58,"x1427991414173016069","@StarTrek_Lt You can always change the font to some handwriting style should you wish 😉",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1427989152570609669","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-18 13:39:02,"x1427988411613388801","@StarTrek_Lt Ah ok, good to know how this works!",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1427981798265348102","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-18 06:18:38,"x1427877580695343107","@StarTrek_Lt @rstatstweet Thanks! Have to admit I'm not a big Star Trek fan so did have to google LCARS 😂",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1427728362525532160","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-18 05:19:49,"x1427862778082172931","@StarTrek_Lt Wow, this is nice! I didn't know this is possible 😍",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1427797185773510656","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-18 04:02:20,"x1427843279467335689","@StarTrek_Lt @lunn_tamika @RLadiesGlobal Hi @StarTrek_Lt you can find a tutorial I did for @RLadiesSydney here:… https://t.co/LrLy7PaIFL",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1427827201802530819","x780551700432117760","StarTrek_Lt",,,,FALSE,0,2,TRUE,FALSE,"en",FALSE,
2021-08-18 02:13:03,"x1427815778095534080","@StarTrek_Lt 🥳🥳🥳",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1427809176923774981","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"und",,
2021-08-17 19:32:57,"x1427715088643891202","@StarTrek_Lt The intersection of my interests 😆",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1427714301360414724","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-17 17:12:11,"x1427679663908790272","@StarTrek_Lt I have people who login from Ottawa. It’s a bit of a later night, but you know 😜",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1427665665578606597","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-17 17:11:50,"x1427679576293928963","@StarTrek_Lt @rstatstweet Figured it out. It was literally the \ in ""images\image"". Tried knitting on windows with… https://t.co/YzPUUdFyAI",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1427675061457014790","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-17 16:52:38,"x1427674743751122952","@StarTrek_Lt @rstatstweet Funny part is the . isn't anywhere in the image line. And the image call is in the css fi… https://t.co/bl2oLOpT3J",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1427673590598496261","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-17 13:52:33,"x1427629424325931018","@StarTrek_Lt @jarrahpenguin Thanks!",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1427628613411672067","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-17 13:36:37,"x1427625412675448847","@StarTrek_Lt @jarrahpenguin I get that, but which episode exactly was written by two female writers? I'm curious. Or has I got it wrong?",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1427624598992920576","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-17 11:16:02,"x1427590034887163908","@StarTrek_Lt @jarrahpenguin What episode that was?",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1425170406466461696","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-17 03:27:53,"x1427472220763344898","@StarTrek_Lt @jarrahpenguin @WomenWhoCode @StarTrekNetflix @wcruz73 @StarTrek @TrekkieRN_NP @StarTrekRoom @GirlTrek @trekpodcast Thanks",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1427470143265804307","x780551700432117760","StarTrek_Lt",,,,FALSE,0,1,TRUE,FALSE,"en",,
2021-08-17 03:27:30,"x1427472126190129174","@StarTrek_Lt It's not",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1427453717452791860","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-17 03:06:39,"x1427466879388594183","@StarTrek_Lt @WomenWhoCode @StarTrekNetflix @wcruz73 @StarTrek @TrekkieRN_NP @StarTrekRoom @GirlTrek @trekpodcast T… https://t.co/fiTh6yQrDw",TRUE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1427460715493822466","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-17 03:05:06,"x1427466488420634627","@StarTrek_Lt @jarrahpenguin @WomenWhoCode @StarTrekNetflix @wcruz73 @StarTrek @TrekkieRN_NP @StarTrekRoom @GirlTrek… https://t.co/XUW21cKbwZ",TRUE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","x1427417349682974721","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-17 02:36:54,"x1427459393247924228","@StarTrek_Lt @WomenWhoCode @StarTrekNetflix @wcruz73 @StarTrek @TrekkieRN_NP @StarTrekRoom @GirlTrek @trekpodcast F… https://t.co/fAsjPFn4st",TRUE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1427458371712544772","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-17 02:31:04,"x1427457923047956484","@StarTrek_Lt @WomenWhoCode @StarTrekNetflix @wcruz73 @StarTrek @TrekkieRN_NP @StarTrekRoom @GirlTrek @trekpodcast O… https://t.co/gPPwPjpsxW",TRUE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1427447880197971970","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-17 01:49:24,"x1427447436746821636","@StarTrek_Lt @WomenWhoCode @StarTrekNetflix @wcruz73 @StarTrek @TrekkieRN_NP @StarTrekRoom @GirlTrek @trekpodcast C… https://t.co/UYRlYyPNTK",TRUE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x1427417349682974721","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-17 00:52:34,"x1427433133847326727","@StarTrek_Lt thanks!",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1427431759528947734","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
2021-08-17 00:44:08,"x1427431012410220549","@StarTrek_Lt I haven't looked, sorry! I know some schools received funding to upgrade air circulation/filtration, a… https://t.co/MSw43U3YH6",TRUE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","x1427430569651040283","x780551700432117760","StarTrek_Lt",,,,FALSE,0,0,FALSE,FALSE,"en",,
